stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding
4362,4362,"Saint-Égrève, Grange Haute",45.24563,5.69476,,,GRANG,2
4363,4363,"Venon, Les Puis",45.17206,5.8164,,,PUIS,2
4364,4364,"Venon, Les Puis",45.17202,5.81624,,,PUIS,2
4365,4365,"Grenoble, Groupe Hospitalier Mutualiste",45.18122,5.71027,,,CLINMUT,2
4366,4366,"Grenoble, Vallier - Docteur Calmette",45.17949,5.71138,,,DRCALME,2
4367,4367,"Vif, Rivalta",45.05325,5.67771,,,VIFGEND,2
4368,4368,"Vif, Rivalta",45.05308,5.67742,,,VIFGEND,2
4369,4369,"Varces-Allières-et-Risset, Les Platanes",45.08933,5.6777,,,PLATANES,2
4370,4370,"Varces-Allières-et-Risset, Les Platanes",45.0891,5.67748,,,PLATANES,2
4371,4371,"Varces-Allières-et-Risset, L'Oriel",45.08967,5.68303,,,ORIEL,2
4373,4373,"Gières, Pont de Venon",45.17823,5.79043,,,PONTDEV,2
4374,4374,"Gières, Pont de Venon",45.1779,5.79037,,,PONTDEV,2
4377,4377,"Champ-sur-Drac, Grand Verger",45.07387,5.72972,,,GDVERGER,2
4378,4378,"Grenoble, Colonel Dumont",45.181,5.72169,,,CAB,2
4381,4381,"Le Pont-de-Claix, Edmée Chandon",45.13677,5.70806,,,CHANDON,2
4382,4382,"Le Pont-de-Claix, Edmée Chandon",45.1368,5.70808,,,CHANDON,2
4522,4522,"Montbonnot-Saint-Martin, Pré Millet",45.22158,5.81285,,,PREMILL,2
4526,4526,"Montbonnot-Saint-Martin, Pré Millet",45.22176,5.81309,,,PREMILL,2
4527,4527,"Montbonnot-Saint-Martin, INRIA",45.21752,5.80742,,,INRIA,2
4528,4528,"Montbonnot-Saint-Martin, INRIA",45.2177,5.80784,,,INRIA,2
4529,4529,"Montbonnot-Saint-Martin, Baudonniere",45.21447,5.80777,,,BEAUDONI,2
4530,4530,"Montbonnot-Saint-Martin, Baudonniere",45.21457,5.80776,,,BEAUDONI,2
4550,4550,"Gières, Gières Gare - Universités",45.18546,5.78537,,,GIERGARE,1
4551,4551,"Gières, Gières Gare - Universités",45.18535,5.78549,,,GIERGARE,1
4552,4552,"Gières, Plaine des Sports",45.18741,5.78476,,,PLAINEDS,1
4553,4553,"Gières, Plaine des Sports",45.18751,5.78493,,,PLAINEDS,1
4558,4558,"Saint-Martin-d'Hères, Gabriel Fauré - MUSE",45.19165,5.76404,,,GABFAURE,1
4559,4559,"Saint-Martin-d'Hères, Gabriel Fauré - MUSE",45.19179,5.76405,,,GABFAURE,1
4562,4562,"Saint-Martin-d'Hères, Neyrpic - Belledonne",45.18653,5.75706,,,NEYRBELL,1
4563,4563,"Saint-Martin-d'Hères, Neyrpic - Belledonne",45.18689,5.75686,,,NEYRBELL,1
4564,4564,"Saint-Martin-d'Hères, Péri - Brossolette",45.1876,5.75258,,,PERIBROS,1
4565,4565,"Saint-Martin-d'Hères, Péri - Brossolette",45.18783,5.75123,,,PERIBROS,1
4566,4566,"Grenoble, Flandrin - Valmy",45.18697,5.74457,,,VALMY,1
4567,4567,"Grenoble, Flandrin - Valmy",45.18712,5.7445,,,FLANVALM,1
4596,4596,"La Tronche, Grand Sablon",45.19884,5.7503,,,GRDSABLO,2
4600,4600,"Grenoble, Chavant",45.18451,5.7318,,,CHAVANT,1
4601,4601,"Grenoble, Chavant",45.18455,5.73151,,,CHAVANT,1
4602,4602,"Grenoble, Gustave Rivet",45.1822,5.72821,,,GUSTRIVE,1
4603,4603,"Grenoble, Gustave Rivet",45.18247,5.72795,,,GUSTRIVE,1
4604,4604,"Grenoble, Foch - Ferrié",45.18071,5.72286,,,FOCHFERI,1
4605,4605,"Grenoble, Foch - Ferrié",45.18099,5.72275,,,FOCHFERI,1
4606,4606,"Grenoble, Vallier - Libération",45.18019,5.7158,,,VALLJAUR,1
4608,4608,"Grenoble, Vallier - Docteur Calmette",45.17999,5.71099,,,DRCALMET,1
4609,4609,"Grenoble, Vallier - Docteur Calmette",45.18028,5.71113,,,DRCALME,1
4612,4612,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",45.17985,5.69707,,,SEYHDV,1
4613,4613,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",45.18038,5.69592,,,SEYHDV,1
4614,4614,"Seyssinet-Pariset, Fauconnière",45.17668,5.69415,,,FAUCONNI,1
4615,4615,"Seyssinet-Pariset, Fauconnière",45.17684,5.69399,,,FAUCONNI,1
4616,4616,"Seyssinet-Pariset, Grand Pré",45.17183,5.69412,,,GRANDPRE,1
4617,4617,"Seyssinet-Pariset, Grand Pré",45.17142,5.69391,,,GRANDPRE,1
4618,4618,"Seyssins, Mas des Iles",45.16776,5.6941,,,MASDESIL,1
4619,4619,"Seyssins, Mas des Iles",45.16771,5.69397,,,MASDESIL,1
4668,4668,"Seyssins, Rue de la Lune",45.15554,5.67224,,,LALUNE,2
4671,4671,"Seyssins, Rue de la Lune",45.15541,5.67228,,,LALUNE,2
4674,4674,"Grenoble, Oxford",45.20578,5.6995,,,PRESQUIL,1
4675,4675,"Grenoble, Oxford",45.20611,5.69959,,,PRESQUIL,1
4676,4676,"Saint-Martin-le-Vinoux, Saint-Martin-le-Vinoux Hôtel de Ville",45.20815,5.70702,,,MAIRIESM,1
4678,4678,"Grenoble, Stade Lesdiguières",45.1639,5.71101,,,STADLESD,1
4679,4679,"Grenoble, Stade Lesdiguières",45.16384,5.7108,,,STADLESD,1
4680,4680,"Seyssinet-Pariset, Bouchayer - Hôtel de Ville",45.18076,5.69438,,,BOUCHDV,2
4681,4681,"Seyssinet-Pariset, Bouchayer - Hôtel de Ville",45.18118,5.69445,,,BOUCHDV,2
4682,4682,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",45.18037,5.69526,,,SEYHDV,2
4684,4684,"Grenoble, Vallier - Catane",45.17998,5.70628,,,VALLCATA,2
4685,4685,"Échirolles, Auguste Delaune",45.14336,5.71423,,,ADELAUNE,1
4686,4686,"Échirolles, Auguste Delaune",45.14341,5.71427,,,ADELAUNE,1
4687,4687,"Seyssinet-Pariset, Belvédère",45.1765,5.68821,,,BELVEDER,2
4688,4688,"Seyssinet-Pariset, Belvédère",45.17676,5.68853,,,BELVEDER,2
4691,4691,"Fontanil-Cornillon, Le Fontanil Cimetière",45.25886,5.66361,,,FONTCIM,2
4692,4692,"Fontanil-Cornillon, Le Fontanil Cimetière",45.25883,5.66352,,,FONTCIM,2
4697,4697,"Sarcenas, La Prairie",45.29459,5.76565,,,LAPRAIRI,2
4737,4737,"Jarrie, Les Chaberts",45.10764,5.74939,,,CHABER,2
4738,4738,"Jarrie, Les Chaberts",45.10757,5.7495,,,CHABER,2
4743,4743,"Seyssinet-Pariset, Murailles",45.17825,5.69178,,,LAMURAIL,2
4744,4744,"Seyssinet-Pariset, Murailles",45.17844,5.6921,,,LAMURAIL,2
4746,4746,"Jarrie, Le Plâtre",45.11771,5.74779,,,LEPLATR,1
4747,4747,"Jarrie, Le Plâtre",45.11775,5.7479,,,LEPLATR,1
4748,4748,"Mont-Saint-Martin, La Rivoire",45.26869,5.6686,,,LARIVO,2
4749,4749,"Mont-Saint-Martin, La Rivoire",45.26874,5.66854,,,LARIVO,2
4750,4750,"Grenoble, Vallier - Catane",45.18019,5.70646,,,VALLCATA,2
4753,4753,"Saint-Martin-le-Vinoux, La Buisseratière",45.22311,5.7177,,,BUIS,1
4754,4754,"Saint-Martin-le-Vinoux, La Buisseratière",45.22308,5.71778,,,BUIS,1
4811,4811,"Corenc, Monument",45.21702,5.75367,,,MONUMENT,2
4812,4812,"Corenc, Monument",45.217,5.7536,,,MONUMENT,2
4815,4815,"Saint-Martin-le-Vinoux, Le Reposoir",45.20979,5.71648,,,REPOSOIR,1
4816,4816,"Saint-Martin-le-Vinoux, Le Reposoir",45.20945,5.71644,,,REPOSOIR,1
4817,4817,"Seyssinet-Pariset, Les Combes",45.16794,5.67864,,,LECOMB,2
4853,4853,"Saint-Georges-de-Commiers, St-G.-de-Commiers Gare",45.04363,5.70174,,,STGCOMMI,2
4854,4854,"Jarrie, Le Vernet Croix",45.09651,5.74021,,,VERNET,2
4855,4855,"Jarrie, Le Vernet Croix",45.09645,5.73991,,,VERNET,2
4856,4856,"Jarrie, Les Charbonnaux",45.10068,5.74242,,,CHARBON,2
4857,4857,"Jarrie, Les Charbonnaux",45.10093,5.74211,,,CHARBON,2
4858,4858,"Jarrie, Maupertuis",45.10554,5.74636,,,MAUPERTJ,2
4859,4859,"Jarrie, Maupertuis",45.10561,5.74633,,,MAUPERTJ,2
4862,4862,"Jarrie, André Malraux",45.09462,5.74417,,,ANMAL,2
4863,4863,"Jarrie, André Malraux",45.09434,5.74374,,,ANMAL,2
4874,4874,"Grenoble, Alsace-Lorraine",45.18837,5.7193,,,ALSACELO,2
4877,4877,"Grenoble, Casamaures - Village",45.19899,5.71765,,,CASAVILL,1
4893,4893,"Échirolles, Essarts - La Butte",45.15637,5.71905,,,ESSARTS,2
4895,4895,"Grenoble, Gare Routière",45.19287,5.71419,,,GAROUTIE,2
4898,4898,"Quaix-en-Chartreuse, Quaix-en-Chartreuse Village",45.25346,5.71992,,,ECOLE,2
4899,4899,"Venon, Cul Froid",45.17009,5.80856,,,CULFROID,1
4900,4900,"Venon, Cul Froid",45.17007,5.80865,,,CULFROID,1
4901,4901,"Venon, La Frênaie",45.17308,5.79461,,,FRENAIE,1
4902,4902,"Venon, La Frênaie",45.17338,5.79514,,,FRENAIE,1
4905,4905,"Vizille, Place du Château",45.0751,5.77218,,,CHAT,1
4906,4906,"Vizille, Place du Château",45.07509,5.77205,,,CHAT,1
4908,4908,"Fontaine, Place du Marché Cachin",45.19559,5.69083,,,PLACMARC,2
4909,4909,"Fontaine, Les Écrins",45.1975,5.68632,,,ECRINS,2
4910,4910,"Fontaine, Les Écrins",45.19753,5.68631,,,ECRINS,1
4911,4911,"Fontaine, Rue Pasteur",45.19433,5.69419,,,RUEPASTE,2
4912,4912,"Fontaine, Rue Pasteur",45.19438,5.69417,,,RUEPASTE,1
4913,4913,"Seyssinet-Pariset, Bergès - Vercors",45.18435,5.68994,,,BERGVERC,2
4914,4914,"Meylan, Ancienne Mairie",45.21787,5.77981,,,ANCMAIRI,2
4915,4915,"Meylan, Ancienne Mairie",45.21795,5.77956,,,ANCMAIRI,2
4918,4918,"Saint-Égrève, Chemin Fiancey",45.22864,5.69171,,,FIANCEY,2
4919,4919,"Saint-Égrève, Chemin Fiancey",45.22859,5.69174,,,FIANCEY,2
4920,4920,"Proveysieux, La Chiaise",45.26117,5.69831,,,CHIAISE,2
4921,4921,"Proveysieux, La Chiaise",45.26114,5.69833,,,CHIAISE,2
4922,4922,"Saint-Égrève, Rocher d'Escalade",45.24377,5.6792,,,ROCHERES,2
4923,4923,"Saint-Égrève, Rocher d'Escalade",45.24375,5.67901,,,ROCHERES,2
4924,4924,"Saint-Égrève, Gavanière",45.24126,5.68166,,,GAVANIER,2
4925,4925,"Saint-Égrève, Gavanière",45.24109,5.6817,,,GAVANIER,2
4928,4928,"Échirolles, Navis",45.15627,5.70842,,,NAVIS,2
4929,4929,"Échirolles, Navis",45.15602,5.7082,,,NAVIS,2
4930,4930,"Échirolles, Ecureuil",45.14261,5.70383,,,ECUREUIL,2
4931,4931,"Échirolles, Ecureuil",45.14255,5.70369,,,ECUREUIL,2
4932,4932,"Grenoble, Oxford",45.20672,5.69832,,,PRESQUIL,2
4933,4933,"Grenoble, Oxford",45.20688,5.69849,,,PRESQUIL,2
4934,4934,"Seyssins, Clinique - Portail",45.16201,5.67406,,,CLINDAU,2
4936,4936,"Le Pont-de-Claix, Iles de Mars",45.13168,5.69998,,,ILESMARS,2
4937,4937,"Le Pont-de-Claix, Iles de Mars",45.13197,5.70026,,,ILESMARS,2
4939,4939,"Quaix-en-Chartreuse, Route de Saint-Egrève",45.25482,5.70488,,,ROUSTEGR,2
4940,4940,"Quaix-en-Chartreuse, Route de Saint-Egrève",45.25488,5.7048,,,ROUSTEGR,2
4942,4942,"Le Pont-de-Claix, Marianne",45.13495,5.69291,,,MARIANNE,2
4943,4943,"Montbonnot-Saint-Martin, Pré de l'Eau",45.22373,5.81917,,,PREDEAU,2
4944,4944,"Montbonnot-Saint-Martin, Pré de l'Eau",45.22385,5.81978,,,PREDEAU,2
4947,4947,"Meylan, Carronnerie - Ile d'Amour",45.20115,5.7592,,,CARONRIE,2
4949,4949,"Saint-Martin-d'Hères, Condillac - Universités",45.18938,5.77441,,,CONDIUNI,1
4955,4955,"Gières, Universités Biologie",45.19168,5.77583,,,BIOLOGIE,1
4956,4956,"Gières, Universités Biologie",45.19177,5.77591,,,BIOLOGIE,1
4959,4959,"Vif, Vif Gare",45.04824,5.68573,,,VIFGARE,2
4960,4960,"Vif, Vif Gare",45.04851,5.68541,,,VIFGARE,2
4961,4961,"Échirolles, Collège Pablo Picasso",45.14464,5.69817,,,PABLOPIC,2
4962,4962,"Grenoble, Victor Hugo",45.18999,5.72444,,,VICTHUGO,2
4965,4965,"Saint-Martin-d'Hères, Croix du Pâtre",45.16677,5.76334,,,CXPATRE,2
5032,5032,"Saint-Martin-d'Hères, Maison Communale",45.18412,5.75414,,,MAISONCO,1
5033,5033,"Saint-Martin-d'Hères, Maison Communale",45.1839,5.7541,,,MAISONCO,1
5034,5034,"Saint-Martin-d'Hères, Edouard Vaillant",45.17916,5.75539,,,EDVAILLA,1
5035,5035,"Saint-Martin-d'Hères, Edouard Vaillant",45.17929,5.75535,,,EDVAILLA,1
5036,5036,"Saint-Martin-d'Hères, Parc Jo Blanchon",45.17585,5.75681,,,BLANCHON,1
5037,5037,"Saint-Martin-d'Hères, Parc Jo Blanchon",45.17593,5.75681,,,BLANCHON,1
5040,5040,"Saint-Martin-le-Vinoux, St M.le Vinoux - Mairie",45.20785,5.70653,,,STMARTVI,2
5041,5041,"Saint-Martin-le-Vinoux, St M le Vinoux - Mairie",45.20792,5.70664,,,STMARTVI,2
5042,5042,"Grenoble, Annie Fratellini - Esplanade",45.19802,5.71816,,,ESPLANAD,2
5043,5043,"Grenoble, Annie Fratellini - Esplanade",45.19803,5.71825,,,ESPLANAD,2
5044,5044,"Grenoble, Alsace-Lorraine",45.1891,5.71926,,,ALSACELO,2
5045,5045,"Grenoble, Alsace-Lorraine",45.189,5.71928,,,ALSACELO,2
5046,5046,"Grenoble, Condorcet",45.18553,5.71821,,,CONDORCE,2
5047,5047,"Grenoble, Condorcet",45.18551,5.71825,,,CONDORCE,2
5063,5063,"Saint-Martin-d'Hères, Les Taillées - Universités",45.19073,5.75931,,,TAILLEES,1
5064,5064,"Saint-Martin-d'Hères, Les Taillées - Universités",45.19073,5.75931,,,TAILLEES,1
5071,5071,"Saint-Martin-le-Vinoux, Horloge",45.21384,5.69865,,,HORLOGE,2
5072,5072,"Saint-Martin-le-Vinoux, Horloge",45.21372,5.69856,,,HORLOGE,2
5073,5073,"Saint-Martin-le-Vinoux, Néron",45.21762,5.69387,,,NERON,2
5074,5074,"Saint-Martin-le-Vinoux, Néron",45.21759,5.69358,,,NERON,2
5075,5075,"Saint-Égrève, Fiancey - Prédieu",45.22311,5.68911,,,PREDIEU,2
5076,5076,"Saint-Égrève, Fiancey - Prédieu",45.22296,5.68885,,,PREDIEU,2
5079,5079,"Saint-Égrève, Pont de Vence",45.23008,5.68264,,,PTVENCE,2
5080,5080,"Saint-Égrève, Pont de Vence",45.2299,5.68249,,,PTVENCE,2
5081,5081,"Saint-Égrève, La Pinéa - St Robert",45.2357,5.6758,,,PINEA,2
5082,5082,"Saint-Égrève, La Pinéa - St Robert",45.23557,5.67568,,,PINEA,2
5083,5083,"Saint-Égrève, Karben",45.24234,5.67122,,,KARBEN,2
5084,5084,"Saint-Égrève, Karben",45.24224,5.67105,,,KARBEN,2
5085,5085,"Fontanil-Cornillon, Rafour",45.24817,5.66677,,,RAFOUR,2
5086,5086,"Fontanil-Cornillon, Rafour",45.24808,5.66657,,,RAFOUR,2
5087,5087,"Fontanil-Cornillon, Fontanil - Palluel",45.25514,5.66163,,,FONTANIL,2
5088,5088,"Fontanil-Cornillon, Fontanil - Palluel",45.2549,5.66158,,,FONTANIL,2
6804,6804,"Vizille, Vizille Lycée",45.06942,5.76532,,,LTE,2
6805,6805,"Vizille, Vizille Lycée",45.06811,5.77015,,,LTE,2
6806,6806,"Vizille, Le Péage",45.05769,5.77101,,,PEAGEDEV,2
8MAI1945,GEN8MAI1945,"Saint-Martin-d'Hères, 8 mai 1945",45.17106,5.75682,,1,,1
ABBEGREG,GENABBEGREG,"Grenoble, Abbé Grégoire",45.18388,5.71174,,1,,1
ADELAUNE,GENADELAUNE,"Échirolles, Auguste Delaune",45.14292,5.71527,,1,,1
AIGUIHEX,GENAIGUIHEX,"Meylan, Aiguinards-Hexagone",45.20556,5.76449,,1,,1
ALB1BELG,GENALB1BELG,"Grenoble, Albert 1er de Belgique",45.18168,5.73167,,1,,1
ALBERGES,GENALBERGES,"Vaulnaveys-le-Haut, Les Alberges",45.13148,5.81903,,1,,1
ALEGRANG,GENALEGRANG,"Vif, Allée des Granges",45.05795,5.68472,,1,,1
ALEMBERT,GENALEMBERT,"Grenoble, D'Alembert",45.18422,5.71064,,1,,1
ALLIANCE,GENALLIANCE,"Vizille, L'Alliance",45.08152,5.76865,,1,,1
ALLIES,GENALLIES,"Grenoble, Alliés",45.17398,5.71427,,1,,1
ALLOVES,GENALLOVES,"Saint-Martin-d'Hères, Les Alloves",45.17204,5.76518,,1,,1
ALPEXPO,GENALPEXPO,"Eybens, Alpexpo",45.15449,5.73379,,1,,1
ALSACELO,GENALSACELO,"Grenoble, Alsace-Lorraine",45.18911,5.7193,,1,,1
ANATFRAN,GENANATFRAN,"Grenoble, Anatole France",45.17186,5.70495,,1,,1
ANCIEMAI,GENANCIEMAI,"Fontaine, Ancienne Mairie",45.19272,5.67806,,1,,1
ANCIGARE,GENANCIGARE,"Seyssins, Ancienne Gare",45.15978,5.68178,,1,,1
ANCMAIRI,GENANCMAIRI,"Meylan, Ancienne Mairie",45.21793,5.77933,,1,,1
ANGONNES,GENANGONNES,"Brié-et-Angonnes, Les Angonnes",45.13993,5.77617,,1,,1
ANGUISSE,GENANGUISSE,"Saint-Martin-d'Hères, Anguisses",45.17782,5.77786,,1,,1
ANMAL,GENANMAL,"Jarrie, André Malraux",45.09462,5.74417,,1,,1
ARAGO,GENARAGO,"Grenoble, Arago",45.19709,5.71174,,1,,1
ARBERGES,GENARBERGES,"Seyssinet-Pariset, Aristide Bergès",45.18551,5.69465,,1,,1
ARGOUD,GENARGOUD,"Seyssins, L'Argoud",45.15433,5.68029,,1,,1
ARGOUGES,GENARGOUGES,"Grenoble, André Argouges",45.17537,5.74447,,1,,1
ARLEQUIN,GENARLEQUIN,"Grenoble, Arlequin",45.16359,5.73047,,1,,1
ARNAUDS,GENARNAUDS,"Domène, Les Arnauds",45.20683,5.84788,,1,,1
ARZELIER,GENARZELIER,"Le Gua, L'Arzelier",44.99692,5.60258,,1,,1
AUGUFERR,GENAUGUFERR,"Échirolles, Auguste Ferrier",45.14483,5.70962,,1,,1
AUGURAVI,GENAUGURAVI,"Grenoble, Auguste Ravier",45.18399,5.73965,,1,,1
AVREPUB,GENAVREPUB,"Bresson, Avenue de la République",45.14279,5.73589,,1,,1
BACHELAR,GENBACHELAR,"Grenoble, Bachelard",45.16681,5.70594,,1,,1
BAJATIER,GENBAJATIER,"Grenoble, Bajatière",45.17813,5.73614,,1,,1
BALMETTE,GENBALMETTE,"Claix, La Balmette",45.12521,5.68811,,1,,1
BALZAZ,GENBALZAZ,"Varces-Allières-et-Risset, Balzac",45.08728,5.69421,,1,,1
BANCHARD,GENBANCHARD,"Saint-Martin-le-Vinoux, La Banchardière",45.21726,5.71279,,1,,1
BARBET,GENBARBET,"Quaix-en-Chartreuse, Le Barbet",45.25801,5.70815,,1,,1
BARNA,GENBARNA,"Saint-Égrève, Collège Barnave",45.23097,5.69175,,1,,1
BASCULE,GENBASCULE,"Saint-Paul-de-Varces, La Bascule",45.07181,5.65496,,1,,1
BASMONT,GENBASMONT,"Quaix-en-Chartreuse, Bas de Mont-Quaix",45.25288,5.74174,,1,,1
BASPET,GENBASPET,"Quaix-en-Chartreuse, Bas de Petesset",45.25635,5.71059,,1,,1
BASQUAIX,GENBASQUAIX,"Quaix-en-Chartreuse, Le Bas de Quaix",45.25399,5.70142,,1,,1
BASTILLE,GENBASTILLE,"La Tronche, Bastille",45.20444,5.7376,,1,,1
BAUCHES,GENBAUCHES,"Claix, Les Bauches",45.11083,5.67865,,1,,1
BAYANNE,GENBAYANNE,"Miribel-Lanchâtre, Bayanne",44.97996,5.62235,,1,,1
BAYARD,GENBAYARD,"Échirolles, Bayard",45.14591,5.70478,,1,,1
BAZE,GENBAZE,"Proveysieux, Le Bazeau",45.26586,5.6998,,1,,1
BEALIERE,GENBEALIERE,"Meylan, Les Béalières",45.21153,5.7907,,1,,1
BEAU,GENBEAU,"Claix, Beau Dunois",45.12535,5.67234,,1,,1
BEAUDONI,GENBEAUDONI,"Montbonnot-Saint-Martin, Baudonniere",45.2145,5.80779,,1,,1
BEAULIEU,GENBEAULIEU,"Brié-et-Angonnes, Beaulieu",45.13855,5.77355,,1,,1
BEAUREVO,GENBEAUREVO,"Sassenage, Beaurevoir",45.21009,5.64861,,1,,1
BEAUSITE,GENBEAUSITE,"Seyssinet-Pariset, Beau Site",45.17591,5.69696,,1,,1
BEAUVERT,GENBEAUVERT,"Grenoble, Beauvert",45.16417,5.71792,,1,,1
BEAUVOIR,GENBEAUVOIR,"Seyssins, Beauvoir",45.15899,5.68325,,1,,1
BELAIR,GENBELAIR,"Eybens, Bel Air",45.16106,5.75525,,1,,1
BELLEDON,GENBELLEDON,"Saint-Égrève, Belledonne",45.22268,5.684,,1,,1
BELLEVU,GENBELLEVU,"Saint-Égrève, Bellevue",45.24406,5.69244,,1,,1
BELLEVUE,GENBELLEVUE,"Claix, Bellevue",45.11196,5.66548,,1,,1
BELVEDER,GENBELVEDER,"Seyssinet-Pariset, Belvédère",45.1765,5.68821,,1,,1
BERGVERC,GENBERGVERC,"Seyssinet-Pariset, Bergès - Vercors",45.18417,5.69071,,1,,1
BERIVIER,GENBERIVIER,"Meylan, Bérivière",45.21882,5.78312,,1,,1
BERLIOGN,GENBERLIOGN,"Varces-Allières-et-Risset, Berliognière",45.08998,5.69249,,1,,1
BERRIAT,GENBERRIAT,"Grenoble, Berriat-Le Magasin",45.18878,5.70588,,1,,1
BERYL,GENBERYL,"Veurey-Voroize, Le Béryl",45.2748,5.61283,,1,,1
BIBLIUNI,GENBIBLIUNI,"Gières, Bibliothèques Universitaires",45.19246,5.7709,,1,,1
BIOLLE,GENBIOLLE,"Saint-Égrève, La Biolle - Gare",45.23522,5.66953,,1,,1
BIOLOGIE,GENBIOLOGIE,"Gières, Universités - Biologie",45.19195,5.77474,,1,,1
BIRHAKEI,GENBIRHAKEI,"Grenoble, Bir Hakeim",45.18886,5.73639,,1,,1
BLANCFON,GENBLANCFON,"Sassenage, Blanc Fontaine",45.21064,5.65625,,1,,1
BLANCHON,GENBLANCHON,"Saint-Martin-d'Hères, Parc Jo Blanchon",45.17585,5.75684,,1,,1
BOISFRAN,GENBOISFRAN,"Saint-Ismier, Bois Français",45.22482,5.83768,,1,,1
BONNAIS,GENBONNAIS,"Saint-Égrève, Les Bonnais",45.24058,5.67257,,1,,1
BONPASTE,GENBONPASTE,"Grenoble, Bon Pasteur",45.17875,5.7509,,1,,1
BOUCHDV,GENBOUCHDV,"Seyssinet-Pariset, Bouchayer - Hôtel de Ville",45.18077,5.69437,,1,,1
BOULODRO,GENBOULODRO,"Claix, Boulodrome-Ecole",45.11962,5.66899,,1,,1
BOURG,GENBOURG,"Murianette, Le Bourg",45.19187,5.81647,,1,,1
BOURNET,GENBOURNET,"Seyssins, Le Bournet",45.15765,5.68975,,1,,1
BRESSON,GENBRESSON,"Bresson, Bresson Mairie",45.1377,5.74771,,1,,1
BRIE,GENBRIE,"Brié-et-Angonnes, Mont Rolland",45.11528,5.78405,,1,,1
BRIECOLE,GENBRIECOLE,"Brié-et-Angonnes, L'Olympe",45.11784,5.78285,,1,,1
BRIEGLIS,GENBRIEGLIS,"Brié-et-Angonnes, Brié Église",45.11119,5.78653,,1,,1
BRIOT,GENBRIOT,"Murianette, La Briot",45.19299,5.81948,,1,,1
BRUYERE,GENBRUYERE,"Grenoble, La Bruyère-Parc Jean Verlhac",45.16635,5.73118,,1,,1
BUCLOS,GENBUCLOS,"Corenc, Buclos",45.21581,5.77226,,1,,1
BUIS,GENBUIS,"Saint-Martin-le-Vinoux, La Buisseratière",45.22308,5.71778,,1,,1
BUSSEROL,GENBUSSEROL,"Meylan, Busserolles",45.20884,5.79756,,1,,1
CAB,GENCAB,"Grenoble, Colonel Dumont",45.1815,5.72195,,1,,1
CAMPVIZ,GENCAMPVIZ,"Vizille, Camping",45.08593,5.77127,,1,,1
CANAL,GENCANAL,"Saint-Georges-de-Commiers, Le Canal",45.05212,5.7104,,1,,1
CAP38,GENCAP38,"Saint-Égrève, Cap 38",45.24018,5.66619,,1,,1
CAPDESH,GENCAPDESH,"Saint-Égrève, Cap des H'",45.21732,5.68127,,1,,1
CAPUCHE,GENCAPUCHE,"Grenoble, Capuche",45.17614,5.72539,,1,,1
CARINA,GENCARINA,"Saint-Martin-d'Hères, Le Carina",45.16238,5.76305,,1,,1
CARONBAS,GENCARONBAS,"La Tronche, La Carronnerie Basse",45.20114,5.75855,,1,,1
CARONRIE,GENCARONRIE,"La Tronche, Carronnerie - Ile d'Amour",45.20116,5.7588,,1,,1
CARRE,GENCARRE,"Saint-Martin-d'Uriage, Carrefour du Replat",45.16155,5.85101,,1,,1
CARRIERE,GENCARRIERE,"Claix, Carrière",45.11472,5.69018,,1,,1
CASANOVA,GENCASANOVA,"Échirolles, Danielle Casanova",45.14448,5.70071,,1,,1
CASAVILL,GENCASAVILL,"Grenoble, Casamaures - Village",45.19902,5.71747,,1,,1
CASBONNE,GENCASBONNE,"Grenoble, Caserne de Bonne",45.18506,5.72533,,1,,1
CASSOULE,GENCASSOULE,"Miribel-Lanchâtre, Cassoulet",44.98229,5.62309,,1,,1
CEACAMB,GENCEACAMB,"Grenoble, Marie-Louise Paris - CEA",45.20216,5.70431,,1,,1
CEDRE,GENCEDRE,"Corenc, Le Cèdre",45.20783,5.75552,,1,,1
CEMOI,GENCEMOI,"Grenoble, Cémoi",45.18495,5.70573,,1,,1
CENSOCIO,GENCENSOCIO,"Poisat, Centre Socio-Culturel",45.15886,5.75948,,1,,1
CENTHEOL,GENCENTHEOL,"La Tronche, Centre Théologique",45.20617,5.75215,,1,,1
CENTRESU,GENCENTRESU,"Seyssins, Grand Pré - Centre Sud",45.17084,5.69457,,1,,1
CENTRSOC,GENCENTRSOC,"Seyssinet-Pariset, L'Arche",45.17817,5.69702,,1,,1
CHABER,GENCHABER,"Jarrie, Les Chaberts",45.10734,5.74936,,1,,1
CHALET,GENCHALET,"Vif, Le Chalet",45.04333,5.6644,,1,,1
CHAMBORD,GENCHAMBORD,"Varces-Allières-et-Risset, Chambord",45.08519,5.66714,,1,,1
CHAMECHA,GENCHAMECHA,"Sassenage, Chamechaude",45.2051,5.68348,,1,,1
CHAMP,GENCHAMP,"Montchaboud, Champ Clocher",45.09222,5.7702,,1,,1
CHAMPFIL,GENCHAMPFIL,"Eybens, Champ Fila",45.15627,5.75505,,1,,1
CHAMPION,GENCHAMPION,"Grenoble, Championnet",45.18554,5.72318,,1,,1
CHAMPLAR,GENCHAMPLAR,"Meylan, Champlars",45.22023,5.77982,,1,,1
